,Age,CreditScore,EB,EstimatedSalary,Exited,Gender,Geography,HasCrCard,IsActiveMember,NumOfProducts,Tenure
0,0.3243243243243243,0.5379999999999999,0.0,0.5067348931822989,1.0,0.0,0.0,1.0,1.0,0.0,0.2
1,0.3108108108108108,0.5159999999999999,7.015554185525216e-05,0.5627087386845444,0.0,0.0,0.5,0.0,1.0,0.0,0.1
2,0.3243243243243243,0.30399999999999994,0.00013202261108910757,0.5696543519906151,1.0,0.0,0.0,1.0,0.0,0.6666666666666667,0.8
3,0.2837837837837838,0.6980000000000001,0.0,0.4691200509648672,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1
4,0.3378378378378379,1.0,0.00014951545577441747,0.3954003607344502,0.0,0.0,0.5,1.0,1.0,0.0,0.2
5,0.35135135135135137,0.59,7.156180417666012e-05,0.7487971601287922,1.0,1.0,0.5,1.0,0.0,0.3333333333333333,0.8
6,0.4324324324324324,0.944,0.0,0.050260899915941966,0.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.7000000000000001
7,0.14864864864864866,0.051999999999999935,9.08149494299553e-05,0.5967334880481086,1.0,0.0,1.0,1.0,0.0,1.0,0.4
8,0.35135135135135137,0.30199999999999994,0.00017857556043288767,0.3746803819764787,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.4
9,0.12162162162162166,0.6679999999999999,0.00017679773645106655,0.3586049967771922,0.0,1.0,0.0,1.0,1.0,0.0,0.2
10,0.1756756756756757,0.35600000000000004,0.00011986526130705942,0.4008859846115304,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.6000000000000001
11,0.08108108108108109,0.29399999999999993,0.0,0.3819286241836095,0.0,1.0,0.5,1.0,0.0,0.3333333333333333,0.30000000000000004
12,0.21621621621621626,0.252,0.0,0.13125953528561976,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0
13,0.09459459459459456,0.39799999999999996,0.0,0.954322187768932,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5
14,0.22972972972972974,0.57,0.0,0.3297318393906617,0.0,0.0,0.5,1.0,1.0,0.3333333333333333,0.7000000000000001
15,0.3648648648648649,0.5319999999999999,0.00020961768807071146,0.32160911367035555,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.30000000000000004
16,0.5405405405405406,0.606,0.002450616411153144,0.02543287883992921,1.0,1.0,1.0,1.0,0.0,0.0,0.1
17,0.08108108108108109,0.39799999999999996,0.0,0.07198102418780992,0.0,0.0,0.5,1.0,1.0,0.3333333333333333,0.9
18,0.3648648648648649,0.4739999999999999,0.0,0.7934419237037137,0.0,1.0,0.5,0.0,0.0,0.0,0.6000000000000001
19,0.08108108108108109,0.7519999999999999,0.0,0.2735883776900694,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.6000000000000001
20,0.3108108108108108,0.7639999999999999,0.0,0.8544545504095641,0.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.8
21,0.1891891891891892,0.5720000000000001,0.0,0.6927855610210775,0.0,0.0,0.5,1.0,0.0,0.3333333333333333,0.8
22,0.27027027027027034,0.31999999999999995,0.0,0.5945665311037204,1.0,0.0,0.5,1.0,0.0,0.0,0.4
23,0.3783783783783785,0.638,0.0,0.042384897757735865,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.30000000000000004
24,0.27027027027027034,0.992,0.0,0.9381124897427704,0.0,0.0,0.0,1.0,1.0,0.0,0.5
25,0.09459459459459456,0.4539999999999999,0.0,0.6225430028567728,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.30000000000000004
26,0.2432432432432433,0.8119999999999999,7.580079641285086e-05,0.8502330472560129,0.0,1.0,1.0,1.0,1.0,0.0,0.2
27,0.35135135135135137,0.4420000000000001,0.0,0.19212719814742305,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.9
28,0.3378378378378379,0.4480000000000001,0.00013291528415358532,0.5009270885369552,0.0,0.0,1.0,1.0,1.0,0.0,0.30000000000000004
29,0.14864864864864866,0.122,0.00010515510883130466,0.26738368514193106,0.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.0
30,0.2837837837837838,0.4819999999999999,0.0,0.702356075005163,1.0,0.0,0.5,1.0,0.0,0.6666666666666667,0.30000000000000004
31,0.2432432432432433,0.366,5.1279675546397205e-05,0.7836764911049005,0.0,1.0,0.0,0.0,1.0,0.0,0.7000000000000001
32,0.3108108108108108,0.406,0.00012666402603455588,0.4094752548868417,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.9
33,0.3243243243243243,0.34,0.0,0.17201127707696084,0.0,0.0,0.5,1.0,1.0,0.3333333333333333,0.6000000000000001
34,0.14864864864864866,0.7439999999999999,0.0,0.710175271738451,0.0,0.0,0.5,1.0,1.0,0.3333333333333333,0.9
35,0.3648648648648649,0.25,0.0004546215413469889,0.13907033121663118,1.0,0.0,0.0,1.0,0.0,0.0,0.0
36,0.1756756756756757,0.2799999999999999,0.0001199724926728286,0.570330416554781,0.0,1.0,0.5,0.0,1.0,0.0,0.30000000000000004
37,0.2027027027027027,0.9079999999999999,7.324878272261657e-05,0.4922563604824261,0.0,1.0,0.5,0.0,1.0,0.0,0.7000000000000001
38,0.2432432432432433,1.0,0.0,0.20402608449106888,0.0,1.0,0.0,1.0,1.0,0.0,0.7000000000000001
39,0.3108108108108108,0.4639999999999999,3.72181154850562e-05,0.8903973329452962,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.6000000000000001
40,0.2972972972972973,0.244,0.0,0.3507466963094976,0.0,1.0,0.5,1.0,0.0,0.0,0.4
41,0.44594594594594605,0.23,6.366740303724827e-05,0.9065169223660858,1.0,0.0,0.0,0.0,0.0,0.0,0.8
42,0.5810810810810811,0.412,0.00011748861383672007,0.4707562072177893,0.0,0.0,0.0,1.0,1.0,0.0,0.2
43,0.4189189189189189,0.968,6.368713650869104e-05,0.97186371298459,1.0,0.0,0.0,0.0,0.0,0.0,0.2
44,0.5810810810810811,0.62,9.277706823048796e-05,0.7917096582723651,0.0,0.0,0.5,1.0,1.0,0.0,0.5
45,0.1891891891891892,0.852,8.147883856322329e-05,0.6325898123270772,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.4
46,0.12162162162162166,0.958,8.817901431570163e-05,0.5985403105996623,1.0,0.0,1.0,1.0,1.0,0.0,0.9
47,0.2837837837837838,0.574,0.000110405274634143,0.5881122647212809,1.0,0.0,1.0,1.0,1.0,0.0,0.9
48,0.27027027027027034,0.4,0.00010718130705521986,0.454376142921649,0.0,1.0,1.0,0.0,1.0,0.0,0.2
49,0.25675675675675674,0.852,5.0366188240585966e-05,0.9705303856518296,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.2
50,0.35135135135135137,0.6960000000000001,5.5349723627015833e-05,0.9903324767515296,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,1.0
51,0.2432432432432433,0.4699999999999999,0.0001592066914043891,0.43210621614364175,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.5
52,0.2027027027027027,0.8759999999999999,0.0,0.5848889068906079,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5
53,0.3108108108108108,0.61,7.211074305017667e-05,0.8202251315000582,1.0,1.0,1.0,0.0,0.0,0.0,0.8
54,0.3243243243243243,0.5019999999999999,0.00023189492357181968,0.20003500334281926,1.0,1.0,1.0,1.0,0.0,0.0,0.1
55,0.3378378378378379,0.5379999999999999,0.0001040127424051364,0.567048703151151,0.0,1.0,0.0,1.0,1.0,0.0,0.1
56,0.3648648648648649,0.612,0.00013828906659263168,0.4355215423072904,0.0,1.0,0.0,1.0,0.0,0.0,0.5
57,0.013513513513513542,0.7499999999999999,0.00015673737630055376,0.22803262711588956,0.0,1.0,1.0,0.0,0.0,0.0,0.0
58,0.6486486486486487,0.32199999999999995,0.0,0.008158429129981912,1.0,0.0,0.5,1.0,0.0,0.0,0.4
59,0.44594594594594605,0.5279999999999999,8.194488383694535e-05,0.2338408317994368,0.0,1.0,0.0,1.0,1.0,0.0,0.4
60,0.22972972972972974,0.7839999999999999,0.00015256510860422242,0.422530301643807,0.0,1.0,1.0,0.0,0.0,0.0,0.5
61,0.12162162162162166,0.674,0.00011344976648624968,0.6324766015154447,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.9
62,0.2027027027027027,0.41,2.955122234283283e-05,0.8940181287312938,0.0,1.0,0.5,0.0,0.0,0.3333333333333333,0.1
63,0.5135135135135136,0.6679999999999999,7.459833288757228e-05,0.4969813617200442,0.0,1.0,0.5,1.0,1.0,0.0,0.8
64,0.10810810810810813,0.5059999999999999,0.00011077575081419693,0.4641897801240018,0.0,1.0,1.0,1.0,1.0,0.0,0.4
65,0.2432432432432433,0.8019999999999999,0.0005763926551910762,0.13874715035285867,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.6000000000000001
66,0.21621621621621626,0.4619999999999999,8.670337527225472e-05,0.5521523805523427,0.0,0.0,1.0,1.0,0.0,0.0,0.1
67,0.3378378378378379,0.7699999999999999,5.900502155159922e-05,0.9834024149306256,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0
68,0.22972972972972974,0.622,0.00012493533996427113,0.5682806207992863,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.5
69,0.04054054054054052,0.65,0.0005091294200313675,0.09096578723268073,0.0,0.0,0.0,1.0,0.0,0.0,0.8
70,0.5405405405405406,0.7759999999999999,0.000444073299189446,0.14182494428217893,1.0,1.0,1.0,1.0,0.0,1.0,0.2
71,0.14864864864864866,0.9259999999999999,0.0,0.1697276589914337,0.0,1.0,0.0,1.0,0.0,0.0,0.6000000000000001
72,0.25675675675675674,0.614,0.00034868985243293024,0.22098095368107654,0.0,0.0,0.5,0.0,1.0,0.0,0.0
73,0.09459459459459456,0.5079999999999999,0.00025441117709987585,0.2921040459363869,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.5
74,0.2432432432432433,0.338,0.0,0.7278236071544831,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.9
75,0.04054054054054052,0.7699999999999999,0.000752051458676458,0.11189278576104016,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.1
76,0.5,0.628,0.0,0.6958167504996727,0.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.8
77,0.1891891891891892,0.6559999999999999,0.0,0.7410660718098578,0.0,0.0,0.0,1.0,1.0,0.0,0.9
78,0.2027027027027027,0.8140000000000001,3.74690642808091e-05,0.9712330027517628,0.0,1.0,0.5,0.0,1.0,0.0,0.5
79,0.3108108108108108,0.132,0.0001171029739049165,0.4914970879719013,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,1.0
80,0.21621621621621626,0.63,5.311662683607561e-05,0.8570922523100956,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1
81,0.1891891891891892,0.8540000000000001,0.0,0.6822982094790052,1.0,0.0,0.0,1.0,0.0,0.0,0.2
82,0.2432432432432433,0.386,0.0,0.13005247001088602,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.30000000000000004
83,0.21621621621621626,0.31199999999999994,5.3429261666170475e-05,0.7961945865830187,0.0,0.0,0.0,1.0,1.0,0.0,0.4
84,0.3783783783783785,0.2859999999999999,0.0,0.009481305464671876,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.4
85,0.7702702702702704,0.604,0.0,0.5733756073705039,0.0,0.0,0.5,1.0,1.0,0.3333333333333333,1.0
86,0.054054054054054064,0.7999999999999999,8.911123336472615e-05,0.6432202775365047,1.0,1.0,0.5,1.0,0.0,0.0,0.30000000000000004
87,0.16216216216216214,0.7579999999999999,0.0,0.7593613690107405,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.9
88,0.3783783783783785,0.5920000000000001,0.0,0.4662437262758593,1.0,0.0,0.0,1.0,0.0,0.6666666666666667,0.4
89,0.13513513513513514,0.57,4.904424905195039e-05,0.7839737694949866,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.30000000000000004
90,0.35135135135135137,0.594,0.0,0.8710513854073063,1.0,0.0,0.5,1.0,1.0,0.6666666666666667,0.5
91,0.3648648648648649,0.9159999999999999,7.59569474070465e-05,0.7356746569297367,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.7000000000000001
92,0.2432432432432433,0.348,0.0,0.5480672904262357,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0
93,0.14864864864864866,0.838,0.0,0.8614774210937143,0.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.8
94,0.3243243243243243,0.7599999999999999,0.0,0.4298955050207295,0.0,1.0,0.5,0.0,1.0,0.3333333333333333,0.4
95,0.22972972972972974,0.33,0.00013693075307209408,0.6063889101409184,0.0,1.0,0.5,0.0,1.0,0.0,1.0
96,0.3108108108108108,0.846,0.00014996936038085847,0.32294919164780234,0.0,1.0,0.5,0.0,1.0,0.0,0.9
97,0.14864864864864866,0.9279999999999999,4.6363686111322335e-05,0.9864169528189942,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.8
98,0.054054054054054064,0.7199999999999999,0.0,0.4982148795209942,0.0,1.0,0.5,0.0,0.0,0.3333333333333333,0.8
99,0.21621621621621626,0.126,0.0,0.03261611483896712,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.9
100,0.2972972972972973,0.63,0.0,0.8092595342855242,0.0,0.0,0.0,1.0,1.0,0.0,0.6000000000000001
101,0.35135135135135137,0.5459999999999999,0.0,0.8358340721538906,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6000000000000001
102,0.1756756756756757,0.7759999999999999,0.00018557412344983288,0.209815737402922,0.0,1.0,0.0,1.0,0.0,0.0,0.9
103,0.2432432432432433,0.35600000000000004,0.0,0.30265380343822834,0.0,1.0,0.5,1.0,0.0,0.3333333333333333,0.7000000000000001
104,0.6351351351351351,0.64,0.0,0.8883053331593166,1.0,0.0,0.5,1.0,1.0,0.0,0.1
105,0.3783783783783785,0.5439999999999999,0.00032555877913640496,0.15487984102481786,1.0,0.0,0.5,1.0,1.0,0.3333333333333333,0.4
106,0.1891891891891892,0.4639999999999999,0.0008333409263259139,0.05021954596663981,0.0,1.0,1.0,1.0,1.0,0.0,0.1
107,0.2432432432432433,0.87,0.00025428949081365566,0.18484235244465844,0.0,0.0,1.0,0.0,1.0,0.0,0.2
108,0.2027027027027027,0.5099999999999999,0.00019676592158887827,0.3592903622295929,0.0,1.0,0.5,0.0,0.0,0.0,0.5
109,0.22972972972972974,0.258,8.794202706592991e-05,0.4972388863136429,1.0,1.0,1.0,1.0,0.0,0.0,0.9
110,0.16216216216216214,0.67,0.00013520967676365763,0.3153866194221548,0.0,1.0,1.0,0.0,1.0,0.0,0.30000000000000004
111,0.2837837837837838,0.376,0.00037382783166440685,0.13611139863856994,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.7000000000000001
112,0.3243243243243243,0.424,0.00010879808266296394,0.4339705941917453,0.0,1.0,0.0,0.0,0.0,0.0,0.2
113,0.2432432432432433,0.65,0.0004350702607450817,0.11492467530649175,0.0,1.0,0.5,0.0,1.0,0.0,0.9
114,0.13513513513513514,0.7419999999999999,0.0001436614830900248,0.5064951702887626,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.9
